"applicants_mcc_licence_no","applicant_name","mcc_medicine_reg_no","nappi_code","atc_4","medicine_schedule","medicine_proprietary_name","active_ingredients","strength","unit","dosage_form","pack_size","quantity","manufacturer_price","logistics_fee","vat","sep","unit_price","effective_date","status","originator_or_generic","_12_months_volume_of_sales"
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","L614 (Act 101 /1965) ","705036003","B05XA","S3","Sabax  Dianeal 1.5 (5L In 5L)","Calcium Chloride","260","g/1000ml","SOL","5000","2","164.10","19.07","27.48","210.65","0.02","01 April 2018",,"Originator",
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","85/23.4/3","705037001","B05XA","S3","Sabax Plasma Vet 3000ml","Magnesium chloride","0.304","g/1000ml","INF","3000","4","68.77","7.99","11.51","88.27","0.01","01 April 2018",,"Originator",
,,,,,,,"Potassium chloride","0.373","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","7.599","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","85/23.4/3","705037002","B05XA","S3","Sabax Plasma Vet (3000ml)","Sodium chloride","7.599","g/1000ml","INF","3000","4","68.77","7.99","11.51","88.27","0.01","01 April 2018",,"Originator",
,,,,,,,"Potassium chloride","0.373","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.304","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd",,"705038001","B05BB04","S1","Hemofil-M Factor VIII","Coagulation factor VIII","1","ZZZ","INJ","448","1","15.17","1.76","2.54","19.48","0.04",,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","M/34/290","705041001","B05XA","S1","Sabatane 0.05% 500Ml","Chlorhexidine","0.5","g","SOL","500","10","9.21","1.07","1.54","11.83","0.00","01 April 2018",,"Originator",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/10.2.1/0373","705722001","R03AC","S3","Sabax Combineb","Ipratropium Bromide","0.5","mg/2.5ml","SOL","2.5","60","369.61","42.95","61.88","474.45","3.16","01 April 2018",,"Generic",
,,,,,,,"Salbutamol Sulphate","2.5","mg/2ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0163","705924001","B05XA","S3","Sabax Low Magnesium Acid Diasol (1000Ml)","Acetic Acid","6.309","g","SOL","1000","2","65.04","7.56","10.89","83.48","0.04","01 April 2018",,"Originator",
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","2135","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","214.8","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0162","705927001","B05XA","S3","Sabax Low Glucose Acid Diasol (5000Ml)","Acetic Acid","6.309","g","SOL","5000","2","82.83","9.63","13.87","106.33","0.01","01 April 2018",,"Originator",
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Glucose","38.5","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","2135","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","214.8","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0162","705927002","B05XA","S3","Sabax Low Glucose Acid Diasol 5000Ml","Magnesium Chloride","2135","g","SOL","5000","2","154.10","17.91","25.80","197.81","0.02",,,"Originator",
,,,,,,,"Sodium chloride","214.8","g",,,,,,,,,,,,
,,,,,,,"Glucose","38.5","g",,,,,,,,,,,,
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Acetic acid","6.309","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0400","705928001","B05XA","S3","Sabax Low Calcium Acid Diasol (1000Ml)","Acetic Acid","6.309","g","SOL","1000","2","73.65","8.56","12.33","94.53","0.05","01 April 2018",,"Originator",
,,,,,,,"Calcium chloride","6.429","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","2135","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","214.8","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0400","705928002","B05XA","S3","Sabax Low Calcium Acid Diasol (1000Ml)","Magnesium Chloride","2.134","g","SOL","1000","2","147.15","17.10","24.64","188.89","0.09","01 April 2018",,"Originator",
,,,,,,,"Sodium chloride","214.8","g",,,,,,,,,,,,
,,,,,,,"Calcium chloride","6.429","g",,,,,,,,,,,,
,,,,,,,"Acetic acid","6.309","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0164","705929001","B05XA","S3","Sabax Liq Bicarb Concentrate 8,4%","Sodium Bicarbonate","84","g","SOL","5000","2","82.83","9.63","13.87","106.33","0.01","01 April 2018",,"Originator",
,,,,,,,"Sodium edetate","100","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0164","705929002","B05XA","S3","Sabax Liq Bicarb Concentrate 8.4%","Sodium Bicarbonate","84","g","SOL","5000","2","154.10","17.91","25.80","197.81","0.02",,,"Originator",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0168","705931001","B05XA","S3","Sabax Standard Acute Acid Diasol","Acetic Acid","6.309","g","SOL","5000","2","76.01","8.83","12.73","97.57","0.01","01 April 2018",,"Originator",
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Glucose","154","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","5.339","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","198.4","g",,,,,,,,,,,,
,,,,,,,"Sodium acetate","2.45","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0165","705933001","B05XA","S1","Standard Chronic 1000Ml","Acetic Acid","6.309","g","SOL","5000","2","73.60","8.55","12.32","94.48","0.01",,,"Originator",
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","5.339","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","214.8","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0165","705933002","B05XA","S3","Sabax Standard Chronic Acid Diasol (1000Ml)","Sodium Chloride","214.8","g","SOL","1000","2","137.06","15.93","22.95","175.93","0.09",,,"Originator",
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Acetic acid","6.309","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","3.919","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0169","705935001","B05BB","S3","Sabax High Potasium Acid Diasol (5000Ml)","Acetic Acid","6.309","g","SOL","5000","2","86.03","10.00","14.40","110.43","0.01",,,"Originator",
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Glucose","154","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","5.339","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","9.13","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","198.4","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/34/0169","705935002","B05BB","S3","Sabax High Potasium Acid Diasol 5000Ml","Sodium Chloride","198.4","g","SOL","5000","2","171.90","19.97","28.78","220.66","0.02","01 April 2018",,"Originator",
,,,,,,,"Glucose","154","g",,,,,,,,,,,,
,,,,,,,"Potassium chloride","9.13","g",,,,,,,,,,,,
,,,,,,,"Calcium chloride","7.719","g",,,,,,,,,,,,
,,,,,,,"Acetic acid","6.309","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","5.339","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/34/0586","706189001","B05XA","S3","Physioneal 40 Glucose 3.86% (2L)","Calcium Chloride","0.507","g/ml","SOL","2000","4","123.54","14.36","20.68","158.58","0.02","01 April 2018",,"Originator",
,,,,,,,"Glucose","106.5","g/ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.14","g/ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/34/0585","706198001","B05XA","S3","Physioneal 40 Glucose 2.27% w/v/22.7 MG?ML","Calcium Chloride Dihydrate","0.507","g/1000ml","SOL","2000","4","120.71","14.03","20.21","154.94","0.02",,,"Originator",
,,,,,,,"Glucose","62.6","g/ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.14","g/ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/34/0584","706199001","B05XA","S3","Physioneal 40 Glucose 1.36% w/v/13,6 mg/ml","Anhydrous Glucose","37.5","g/1000 ml","SOL","2000","4","511.37","59.42","85.62","656.41","0.08",,,"Originator",
,,,,,,,"Glucose","37.5","g/ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.14","g/ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/34/0584","706199002","B05XA","S3","Physioneal 40 Glucose 1.36% w/v/13,6 mg/ml","Anhydrous Glucose","37.5","g/1000 ml","SOL","2000","1","118.92","13.80","19.91","152.62","0.08","01 April 2018",,"Originator",
,,,,,,,"Sodium chloride","8.429","g/ml",,,,,,,,,,,,
,,,,,,,"Sodium bicarbonate","3.29","g/ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","X/34/164","706476001","B05XA","S3","Sabax Dianeal LS 4.25","Calcium Chloride dihydrate","0.254","g/1l","DIA","2500","1","75.43","8.77","12.63","96.83","0.04","01 April 2018",,"Originator",
,,,,,,,"Sodium Chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium Lactate","5","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose monohydrate","42.5","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium Chloride hexahydrate","150","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","X/34/164","706476002","B05XA","S3","Sabax Dianeal LS 4.25","Calcium Chloride dihydrate","0.254","g/1l","DIA","2500","4","301.79","35.07","50.53","387.39","0.04","01 April 2018",,"Originator",
,,,,,,,"Sodium Chloride","5.669","g",,,,,,,,,,,,
,,,,,,,"Sodium Lactate","3.919","g",,,,,,,,,,,,
,,,,,,,"Calcium Chloride dihydrate","257","mg",,,,,,,,,,,,
,,,,,,,"Magnesium Chloride hexahydrate","152","mg/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/34/0243","706480001","B05XA","S3","Nutrineal PD4 with 1.1% amino acids","Calcium chloride dihydrate","0.184","g/1000ml","SOL","2500","1","206.32","23.97","34.54","264.83","0.11","01 April 2018",,"Originator",
,,,,,,,"Arginine hydrochloride","1.071","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.184","g/1000ml",,,,,,,,,,,,
,,,,,,,"Cycloserine","0.51","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","0.51","g/1000ml",,,,,,,,,,,,
,,,,,,,"Histidine","0.713","g/1000ml",,,,,,,,,,,,
,,,,,,,"Isoleucine","0.849","g/1000ml",,,,,,,,,,,,
,,,,,,,"Leucine","1.02","g/1000ml",,,,,,,,,,,,
,,,,,,,"Lysine","0.954","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.05","g/1000ml",,,,,,,,,,,,
,,,,,,,"Methionine","0.849","g/1000ml",,,,,,,,,,,,
,,,,,,,"Phenylalanine","0.569","g/1000ml",,,,,,,,,,,,
,,,,,,,"Proline","0.594","g/1000ml",,,,,,,,,,,,
,,,,,,,"Threonine","0.646","g/1000ml",,,,,,,,,,,,
,,,,,,,"Tryptophan","0.27","g/1000ml",,,,,,,,,,,,
,,,,,,,"Tyrosine","0.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"Valine","1.393","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/34/0243","706480002","B05XA","S3","Nutrineal Pd4 W/1.1% Amin Acid (2.5L)","Calcium chloride dihydrate","0.184","g/1000ml","SOL","2500","5","1,007.59","117.08","168.70","1,293.37","0.10","01 April 2018",,"Originator",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/22.1/0508","707037001","A11BA","S1","Cernevit","Retinol Palmitate","3.5","iu/Vial","INJ","5","10","1,475.39","171.44","247.02","1,893.85","37.88",,,"Originator ",
,,,,,,,"Cholecalciferol","220","iu/Vial",,,,,,,,,,,,
,,,,,,,"Dl-Alpha-Tocopherol","10.199","mg/Vial",,,,,,,,,,,,
,,,,,,,"Dexpanthenol","16.149","mg/Vial",,,,,,,,,,,,
,,,,,,,"Pyridoxine Hydrochloride","5.5","mg/Vial",,,,,,,,,,,,
,,,,,,,"Cocarboxylase Tetrahydrate","5.799","mg/Vial",,,,,,,,,,,,
,,,,,,,"Riboflavin Sodium Phosphate","5.669","mg/Vial",,,,,,,,,,,,
,,,,,,,"Folic Acid","0.413","mg/Vial",,,,,,,,,,,,
,,,,,,,"D-Biotin","0.069","mg/Vial",,,,,,,,,,,,
,,,,,,,"Nicotinamide","46","mg/Vial",,,,,,,,,,,,
,,,,,,,"Ascorbic Acid","125","mg/Vial",,,,,,,,,,,,
,,,,,,,"Cyanocobalamin","0","mg/Vial",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/22.1/0508","707037002","A11BA","S1","Cernevit","Retinol Palmitate","3.5","iu/Vial","INJ","5","1","147.54","17.14","24.70","189.39","37.88",,,"Originator ",
,,,,,,,"Cholecalciferol","220","iu/Vial",,,,,,,,,,,,
,,,,,,,"Dl-Alpha-Tocopherol","10.199","mg/Vial",,,,,,,,,,,,
,,,,,,,"Dexpanthenol","16.149","mg/Vial",,,,,,,,,,,,
,,,,,,,"Pyridoxine Hydrochloride","5.5","mg/Vial",,,,,,,,,,,,
,,,,,,,"Cocarboxylase Tetrahydrate","5.799","mg/Vial",,,,,,,,,,,,
,,,,,,,"Riboflavin Sodium Phosphate","5.669","mg/Vial",,,,,,,,,,,,
,,,,,,,"Ascorbic Acid","125","mg/Vial",,,,,,,,,,,,
,,,,,,,"Cyanocobalamin","0","mg/Vial",,,,,,,,,,,,
,,,,,,,"Folic Acid","0.413","mg/Vial",,,,,,,,,,,,
,,,,,,,"D-Biotin","0.069","mg/Vial",,,,,,,,,,,,
,,,,,,,"Nicotinamide","46","mg/Vial",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","38/34/0172","707038001","B05XA","S3","Extraneal 2L","Calcium chloride","0.257","g","SOL","1","2000","240.49","27.95","40.27","308.70","0.15","01 April 2018",,"Originator",
,,,,,,,"Icodextrin","75","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.05","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.4","g",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.5","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","38/34/0172","707038002","B05XA","S3","Extraneal ","Icodextrin","75","g/1000ml","SOL","2000","1","254.39","29.57","42.59","326.55","0.16","01 April 2018",,"Originator",
,,,,,,,"Sodium chloride","5.4","g",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.5","g",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.257","g",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.05","g",,,,,,,,,,,,
,,,,,,,"L-tyrosine","0.34","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/25.2/0501","707040001","B05XA","S3","Oliclinomel N4-550 E","Amino acids solution compartment with electrolytes ","5.5","%/bag","INF","2500","2","1,659.53","192.50","277.80","2,129.83","0.43",,,"Originator",
,,,,,,,"L-alanine","11.39","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-arginine","6.33","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","5.669","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-histidine","2.64","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-isoleucine","3.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-leucine","4.019","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-lysine","3.189","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-methionine","2.2","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-phenylalanine","3.08","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-proline","3.74","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-serine","2.75","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-threonine","2.31","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tryptophan","0.989","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tyrosine","0.22","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-valine","3.189","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium acetate","2.45","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium glycerophosphate","5.36","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","2.98","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","1.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose monohydrate","200","g/1000ml",,,,,,,,,,,,
,,,,,,,"refined soya-bean oil + Refined olive oil","100","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.739","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/25.2/0501","707040002","B05XA","S3","Oliclinomel N4-550 E","Amino acids solution compartment with electrolytes ","5.5","%/bag","INF","2500","1","2,137.07","248.33","357.81","2,743.21","1.10","01 April 2018",,"Originator",
,,,,,,,"L-alanine","11.39","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-arginine","6.33","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","5.669","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-histidine","2.64","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-isoleucine","3.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-leucine","4.019","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-lysine","3.189","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-methionine","2.2","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-phenylalanine","3.08","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-proline","3.74","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-serine","2.75","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-threonine","2.31","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","2.98","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","1.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose monohydrate","200","g/1000ml",,,,,,,,,,,,
,,,,,,,"refined soya-bean oil + Refined olive oil","100","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.739","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/25.2/0503","707125001","B05XA","S3","Oliclinomel N6-900 E","Amino acids solution compartment with electrolytes ","8.5","%/bag","INF","2000","4","6,033.76","701.12","1,010.23","7,745.11","0.97","01 April 2018",,"Originator",
,,,,,,,"L-alanine","17.6","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-arginine","9.779","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","8.759","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-histidine","4.08","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-isoleucine","5.099","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-leucine","6.21","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-lysine","4.929","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-methionine","3.399","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-phenylalanine","4.759","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-proline","5.78","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-serine","4.25","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-threonine","3.569","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tryptophan","1.53","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tyrosine","0.4","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-valine","5.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium acetate","6.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium glycerophosphate","5.36","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","4.469","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","1.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose monohydrate","400","g/1000ml",,,,,,,,,,,,
,,,,,,,"refined soya-bean oil + Refined olive oil","200","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.739","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/25.2/0503","707125002","B05XA","S3","Oliclinomel N6-900 E","Amino acids solution compartment with electrolytes ","8.5","%/bag","INF","2000","1","1,521.97","176.85","254.82","1,953.65","0.98","01 April 2018",,"Originator ",
,,,,,,,"L-alanine","17.6","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-arginine","9.779","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","8.759","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-histidine","4.08","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-isoleucine","5.099","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-leucine","6.21","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-lysine","4.929","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-methionine","3.399","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-phenylalanine","4.759","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-proline","5.78","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-serine","4.25","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-threonine","3.569","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tryptophan","1.53","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tyrosine","0.34","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-valine","4.929","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium acetate","6.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium glycerophosphate","5.36","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","4.469","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","1.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose monohydrate","300","g/1000ml",,,,,,,,,,,,
,,,,,,,"refined soya-bean oil + Refined olive oil","200","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.739","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/25.2/0504","707126001","B05XA","S3","Oliclinomel N7-1000 E","Amino acids solution compartment with electrolytes ","10","%/bag","INF","2000","4","1,577.13","182.95","264.01","2,024.09","0.25",,,"Originator",
,,,,,,,"L-alanine","20.699","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-arginine","11.5","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","10.3","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-histidine","4.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-isoleucine","6","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-leucine","7.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-lysine","5.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-methionine","4","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-phenylalanine","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-proline","6.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-serine","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/25.2/0504","707126002","B05XA","S3","Oliclinomel N7-1000 E","Amino acids solution compartment with electrolytes ","10","%/bag","INF","2000","1","1,693.22","196.75","283.50","2,173.46","1.09","01 April 2018",,"Originator",
,,,,,,,"L-alanine","20.699","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-arginine","11.5","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glycine","10.3","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-histidine","4.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-isoleucine","6","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-leucine","7.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-lysine","5.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-methionine","4","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-phenylalanine","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-proline","6.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-serine","5","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-threonine","4.2","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tryptophan","1.8","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tyrosine","0.4","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-valine","5.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium acetate","6.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium glycerophosphate","5.36","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","4.469","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","1.12","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose monohydrate","400","g/1000ml",,,,,,,,,,,,
,,,,,,,"refined soya-bean oil + Refined olive oil","200","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.739","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","A39/20.1.1/0646","707699001","J01MA","S4","Sabax Ciprofloxacin 2Mg/Ml   (50Ml)   ","Ciprofloxacin","2","mg/ml","INF","50","1","24.06","3.26","4.10","31.42","0.63",,,"Originator",
,,,,,,,"Sodium glycerophosphate","5.36","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","4.469","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","1.12","g/1000ml",,,,,,,,,,,,
